NodeID_1,intersection
0043761,West 163rd Street and Woodycrest Avenue
0043762,West 162nd Street and Anderson Avenue
0043763,Woodycrest Avenue and West 164th Street
0043764,West 164th Street and Anderson Avenue
0043765,East 164th Street and Jerome Avenue
0043766,East 165th Street and Jerome Avenue
0043768,West 165th Street and Ogden Avenue
0043769,West 165th Street and Nelson Avenue
0043770,West 166th Street and Ogden Avenue
0043771,Woodycrest Avenue and West 165th Street
0043772,West 166th Street and Nelson Avenue
0043773,West 165th Street and Anderson Avenue
0043774,West 166th Street and Woodycrest Avenue
0043775,West 166th Street and Anderson Avenue
0043776,Woodycrest Avenue and West 167th Street
0043779,West 167th Street and West 168th Street
0043780,West 167th Street and Dr M L King Jr Boulevard
0043781,West 167th Street and Ogden Avenue
0043782,West 168th Street and Dr M L King Jr Boulevard
0043783,West 167th Street and Nelson Avenue
0043784,West 168th Street and Ogden Avenue
0043786,Undercliff Avenue at Sedgwick Avenue and Depot Place
0043789,Dr M L King Jr Boulevard and West 169th Street
0043792,West 169th Street and Merriam Avenue
0043793,Ogden Avenue and Merriam Avenue
0043794,West 170th Street and Merriam Avenue
0043795,West 169th Street and Ogden Avenue
0043810,Dr M L King Jr Boulevard and West 170th Street
0043821,Exterior Street
0043854,East 158th Street and Walton Avenue
0043858,East 161st Street and Walton Avenue
0043856,Gerard Avenue and East 161st Street
0043857,Gerard Avenue and East 162nd Street
0043859,East 158th Street and Grand Concourse
0043860,East 159th Street and Grand Concourse
0044129,West 176th Street and Harrison Avenue
0044130,West 175th Street and Grand Avenue
0044131,West Tremont Avenue and Harrison Avenue
0044132,West Tremont Avenue and Phelan Place
0044133,Montgomery Avenue and Popham Avenue
0044134,West Tremont Avenue at Montgomery Avenue and Loring Place South
0044135,Dr M L King Jr Boulevard and Macombs Road
0044136,West Tremont Avenue and Andrews Avenue South
0044137,West Tremont Avenue and Dr M L King Jr Boulevard
0044138,Dr M L King Jr Boulevard and Morton Place
0044139,East 163rd Street and Courtlandt Avenue
0044141,Clay Avenue and Park Avenue
0044142,East 163rd Street and Melrose Avenue
0044145,East 164th Street and Brook Avenue
0044148,Teller Avenue and East 165th Street
0044149,East 166th Street and Findlay Avenue
0044150,Teller Avenue and East 166th Street
0044151,East 165th Street and Clay Avenue
0044152,Clay Avenue and East 166th Street
0044154,Webster Avenue and East 166th Street
0044155,Brook Avenue and East 166th Street
0044157,Morris Avenue and East 167th Street
0044158,East 167th Street and College Avenue
0044159,Findlay Avenue and East 167th Street
0044160,College Avenue and East 168th Street
0044161,Teller Avenue and East 167th Street
0044162,East 168th Street and Findlay Avenue
0044163,East 167th Street and Clay Avenue
0044164,Teller Avenue and East 168th Street
0044165,Morris Avenue and East 168th Street
0044166,East 169th Street and Grant Avenue
0044167,East 169th Street and Morris Avenue
0044168,East 169th Street and College Avenue
0044169,East 169th Street and Findlay Avenue
0044170,Sheridan Avenue and Marcy Place
0044173,East 170th Street and Grant Avenue
0044174,East 170th Street and Morris Avenue
0044175,College Avenue and East 170th Street
0044176,Morris Avenue and East 171st Street
0044177,East 172nd Street and Wythe Place
0044178,Grand Concourse and East 171st Street
0044179,East 172nd Street and Grand Concourse
0044180,Grand Concourse and Rockwood Street
0044181,Sheridan Avenue and East 171st Street
0044183,Sheridan Avenue and East 172nd Street
0044184,Walton Avenue and Rockwood Street
0044185,Townsend Avenue and East Mount Eden Avenue
0044186,Walton Avenue and Hawkstone Street
0044187,Walton Avenue and East Mount Eden Avenue
0044188,Grand Concourse and Hawkstone Street
0044189,Mount Eden Parkway at East Mount Eden Avenue and Grand Concourse
0044190,Grand Concourse and East 173rd Street
0044191,Mount Eden Parkway and Sheridan Avenue
0044192,East 174th Street at Jerome Avenue and Featherbed Lane
0044196,East 174th Street and Townsend Avenue
0044197,Jerome Avenue and Cross Bx Exwy Wb Exit 2 A
0044200,Jerome Avenue and Clifford Place
0044202,Townsend Avenue
0044203,Walton Avenue and East 174th Street
0044205,Townsend Avenue and Clifford Place
0044207,Walton Avenue and Clifford Place
0044208,Townsend Avenue and East 175th Street
0044211,Walton Avenue and East 175th Street
0044212,West 176th Street and Grand Avenue
0044213,West 176th Street and Davidson Avenue
0044214,East 175th Street and Jerome Avenue
0044216,East 176th Street and Jerome Avenue
0044217,Mount Hope Place and Jerome Avenue
0044218,East 176th Street and Townsend Avenue
0044219,East 177th Street and Jerome Avenue
0044220,West 177th Street and Jerome Avenue
0044221,Morton Place and Harrison Avenue
0044222,West Tremont Avenue and Grand Avenue
0044223,Harrison Avenue and Kingsland Place
0044224,West Tremont Avenue and West 177th Street
0044225,West 177th Street and Davidson Avenue
0044226,West Tremont Avenue and Kingsland Place
0044228,West Tremont Avenue and Grand Avenue
0044229,Washington Avenue and East 164th Street
0044230,Weiher Court and Washington Avenue
0044231,Washington Avenue and East 165th Street
0044232,Third Avenue and Weiher Court
0044233,Third Avenue and East 165th Street
0044234,Third Avenue and East 165th Street
0044235,Third Avenue and Franklin Avenue
0044236,Boston Road and East 165th Street
0044237,Third Avenue and East 166th Street
0043862,Grand Concourse and East 162nd Street
0043863,Concourse Village West and East 159th Street
0043864,River Avenue and East 162nd Street
0043865,River Avenue and East 164th Street
0043866,East 164th Street and Gerard Avenue
0043867,Walton Avenue and East 164th Street
0043868,East 164th Street and Butternut Street
0043869,East 163rd Street and Grand Concourse
0043870,River Avenue and East 165th Street
0043871,East 165th Street and Gerard Avenue
0043872,Walton Avenue and East 165th Street
0043873,West 166th Street and Jerome Avenue
0043874,West 167th Street and Anderson Avenue
0043875,Shakespeare Avenue and Jerome Avenue
0043876,Shakespeare Avenue and West 167th Street
0043877,Cromwell Avenue and Mc Clellan Street
0043878,River Avenue and Mc Clellan Street
0043879,"Jerome Avenue at Cromwell Avenue, Edward L Grant Highway and East 167th Street"
0043880,West 168th Street and Nelson Avenue
0043881,West 168th Street at Woodycrest Avenue and Shakespeare Avenue
0044245,Washington Avenue and Gouverneur Place
0044246,Washington Avenue and East 167th Street
0044247,East 168th Street and Clay Avenue
0044248,Webster Avenue and East 168th Street
0044249,East 168th Street and Brook Avenue
0044251,East 168th Street and Park Avenue
0044253,Park Avenue and East 169th Street
0044254,Teller Avenue and East 169th Street
0044255,Clay Avenue and East 169th Street
0044256,Webster Avenue and East 169th Street
0044257,Webster Avenue and East 170th Street
0044258,East 171st Street and College Avenue
0044259,Teller Avenue at Findlay Avenue and East 170th Street
0044261,Teller Avenue and East 171st Street
0044262,Clay Avenue and East 170th Street
0044265,Morris Avenue and Teller Avenue
0044266,Teller Avenue at East 172nd Street and College Avenue
0044268,Selwyn Avenue and Mount Eden Parkway
0044269,Selwyn Avenue and East 173rd Street
0044270,Mount Eden Parkway and Morris Avenue
0044271,East 173rd Street and Morris Avenue
0044272,Eastburn Avenue and Mount Eden Parkway
0044273,East 173rd Street and Eastburn Avenue
0044274,Weeks Avenue at Mount Eden Parkway and East Mount Eden Avenue
0044275,Weeks Avenue and East 173rd Street
0044276,East 174th Street and Selwyn Avenue
0044277,East 174th Street and Morris Avenue
0044279,Cross Bx Service Road North and Morris Avenue
0044280,Morris Avenue and East 175th Street
0044281,Morris Avenue and Grand Concourse
0044282,East 174th Street and Eastburn Avenue
0044283,Cross Bx Service Road North and Eastburn Avenue
0044284,Grand Concourse and East 175th Street
0044285,East 175th Street and Eastburn Avenue
0044286,Grand Concourse and Eastburn Avenue
0044287,Weeks Avenue and East 174th Street
0044289,Weeks Avenue and Cross Bx Service Road North
0044290,Weeks Avenue and East 175th Street
0044291,Walton Avenue and Henwood Place
0044293,Walton Avenue and East 176th Street
0044295,Walton Avenue and Mount Hope Place
0044296,Walton Avenue and East 177th Street
0044298,Morris Avenue and Henwood Place
0044300,East 176th Street and Morris Avenue
0044302,Morris Avenue and Mount Hope Place
0044303,East 177th Street and Morris Avenue
0044304,East 176th Street at Weeks Avenue and Grand Concourse
0044305,West Tremont Avenue and Davidson Avenue
0044306,West Tremont Avenue at Jerome Avenue and East Tremont Avenue
0044307,Walton Avenue and East Tremont Avenue
0044308,Jerome Avenue and East 179th Street
0044309,East Tremont Avenue and Morris Avenue
0044310,Walton Avenue and East 179th Street
0044311,East Tremont Avenue and Creston Avenue
0044503,West Tremont Avenue
0044506,West Tremont Avenue and Matthewson Road
0044511,West Tremont Avenue and Cedar Avenue
0044513,West Tremont Avenue and Fordham Place
0044514,Fordham Place
0044516,Sedgwick Avenue and West Tremont Avenue
0044573,Edsall Avenue
0044577,Kappock Street and Johnson Avenue
0044582,Edsall Avenue at Palisade Avenue and Johnson Avenue
0044586,Knolls Crescent
0044589,Phelan Place and Billingsley Terrace
0044591,Sedgwick Avenue
0044592,Sedgwick Avenue at West Burnside Avenue and West 179th Street
0044594,Phelan Place and Billingsley Terrace
0044595,Osborne Place and West Burnside Avenue
0044597,Hennessy Place at Phelan Place and West Burnside Avenue
0044598,Loring Place South and West Burnside Avenue
0044600,"Major Deegan Exwy Nb En West 179th Street at West 179th Street, Major Deegan Exwy Nb Exit 8 and Cedar Avenue"
0044606,Osborne Place and West 179th Street
0044607,West 180th Street and Osborne Place
0044608,West 179th Street and Hennessy Place
0044632,University Heights Branch
0044671,Netherland Avenue and Kappock Street
0044672,"Henry Hudson Parkway East at Henry Hudson Parkway Nb Exit 18, Knolls Crescent and Kappock Street"
0044675,Arlington Avenue
0044676,West 227th Street and Arlington Avenue
0044678,West 227th Street and Netherland Avenue
0044679,West Burnside Avenue and Andrews Avenue South
0044680,West 179th Street and Loring Place South
0044681,West 179th Street and Andrews Avenue South
0044682,Dr M L King Jr Boulevard and West Burnside Avenue
0044683,West 179th Street at Dr M L King Jr Boulevard and West Burnside Avenue
0044685,West 180th Street and Loring Place South
0044686,West 180th Street and Andrews Avenue South
0044687,West 180th Street and Wiegand Place
0044688,Wiegand Place
0044690,Sedgwick Avenue and Hall Of Fame Terrace
0044691,Cedar Avenue and West 182nd Street
0044692,West 182nd Street and Hampden Place
0044694,Hall Of Fame Terrace and Loring Place North
0044695,Sedgwick Avenue and West 183rd Street
0044697,"University Heights Branch at Mjr Deegan Exwy Sb En West Fordham, Ramp and West Fordham Road"
0044699,Major Deegan Exwy Sb Exit 9 at Mjr Deegan Exwy Sb En West Fordham and West Fordham Road
0044702,Major Deegan Exwy Nb En West Fordha at Major Deegan Exwy Exit 9 Nb and West Fordham Road
0044703,West Fordham Road and Cedar Avenue
0044705,Landing Road and Cedar Avenue
0044706,West Fordham Road and Hampden Place
0044735,Edgehill Avenue
0044736,Edgehill Avenue
0044738,Riverdale Avenue and Johnson Avenue
0044743,West Burnside Avenue and Harrison Avenue
0044744,West Burnside Avenue and Grand Avenue
0044745,West 180th Street and Harrison Avenue
0044746,Davidson Avenue and West Burnside Avenue
0044747,West 180th Street and Grand Avenue
0044748,West 180th Street and Davidson Avenue
0044749,West Burnside Avenue at Jerome Avenue and East Burnside Avenue
0044750,West 180th Street and Dr M L King Jr Boulevard
0044751,Hall Of Fame Terrace and Andrews Avenue North
0044753,Aqueduct Avenue East and West 180th Street
0044754,Dr M L King Jr Boulevard and Hall Of Fame Terrace
0044757,West 181st Street and Aqueduct Avenue East
0044758,Aqueduct Avenue East and Clinton Place
0044759,West 181st Street and Harrison Avenue
0044760,Aqueduct Avenue East and West 182nd Street
0044761,West 181st Street and Grand Avenue
0044762,West 183rd Street and Loring Place North
0044763,West 183rd Street and Andrews Avenue North
0044764,West 183rd Street and Dr M L King Jr Boulevard
0044765,Aqueduct Avenue East and Buchanan Place
0044766,West 183rd Street and Aqueduct Avenue East
0044767,Webb Avenue at West Fordham Road and Landing Road
0044768,Webb Avenue and Sedgwick Avenue
0044769,Sedgwick Avenue and West Fordham Road
0044770,West Fordham Road and Loring Place North
0044771,Webb Avenue and Father Zeiser Place
0044772,Sedgwick Avenue and Bailey Avenue
0044776,Heath Avenue and Bailey Avenue
0044777,Bailey Avenue
0044779,Bailey Avenue and Heath Avenue
0044798,West 230th Street and Godwin Terrace
0044799,Tibbett Avenue
0044802,Tibbett Avenue and West 230th Street
0044805,West 230th Street and Corlear Avenue
0044806,West 230th Street at Marble Hill Avenue and Kingsbridge Avenue
0044811,Palisade Avenue and Independence Avenue
0044815,Palisade Avenue and Kappock Street
0044816,Independence Avenue and Kappock Street
0044817,Henry Hudson Parkway West and Independence Avenue
0044820,Independence Avenue and West 227th Street
0044821,Scenic Place
0044822,River Drive and West 231st Street
0044823,West 231st Street and Scenic Place
0044825,West 231st Street and Palisade Avenue
0044826,West 232nd Street and River Drive
0044827,West 232nd Street and Palisade Avenue
0044832,Palisade Avenue and Private Driveway
0044839,West 227th Street and Henry Hudson Parkway West
0044841,Henry Hudson Parkway East and West 227th Street
0044842,Independence Avenue and West 230th Street
0044843,West 227th Street and Fairfield Avenue
0044846,Henry Hudson Parkway East and West 230th Street
0044847,West 230th Street and Fairfield Avenue
0044848,West 231st Street and Independence Avenue
0044849,West 232nd Street and Independence Avenue
0044850,West 231st Street and Henry Hudson Parkway West
0044851,Henry Hudson Parkway East and West 231st Street
0044852,West 232nd Street and Henry Hudson Parkway West
0044854,West 232nd Street and Henry Hudson Parkway East
0044855,West 231st Street and Fairfield Avenue
0044856,Douglas Avenue and West 235th Street
0044857,Douglas Avenue and West 236th Street
0044858,West 236th Street and Hudson Manor Terrace
0044859,Hudson Manor Terrace and West 237th Street
0044863,Douglas Avenue and Private Driveway
0044864,Douglas Avenue
0044867,West 239th Street and Hudson Manor Terrace
0044868,Palisade Avenue and Kipp Road
0044871,Douglas Avenue
0044872,Douglas Avenue and Kipp Road
0044873,West 246th Street and Douglas Avenue
0044878,Palisade Avenue and West 247th Street
0044881,West 247th Street and Douglas Avenue
0044883,Palisade Avenue and Spaulding Lane
0044885,West 254th Street
0044888,Netherland Avenue and Edgehill Avenue
0044889,West 230th Street and Arlington Avenue
0044890,West 231st Street and Arlington Avenue
0044891,West 230th Street and Netherland Avenue
0044892,Edgehill Avenue
0044893,West 231st Street and Netherland Avenue
0044894,Johnson Avenue and West 230th Street
0044895,Edgehill Avenue
0044896,West 231st Street and Edgehill Avenue
0044898,Riverdale Avenue and West 230th Street
0044899,West 232nd Street and Fairfield Avenue
0044900,Henry Hudson Parkway East and Fairfield Avenue
0044901,West 232nd Street and Arlington Avenue
0044902,West 232nd Street and Netherland Avenue
0044903,West 235th Street and Independence Avenue
0044904,West 235th Street and Henry Hudson Parkway West
0044905,West 236th Street and Independence Avenue
0044906,West 237th Street and Independence Avenue
0044908,Henry Hudson Parkway East and West 235th Street
0044909,West 236th Street and Henry Hudson Parkway West
0044910,West 235th Street and Arlington Avenue
0044911,Henry Hudson Parkway East and West 236th Street
0044912,West 237th Street at Henry Hudson Parkway West and Blackstone Avenue
0044914,West 235th Street and Netherland Avenue
0044915,Henry Hudson Parkway East and Netherland Avenue
0044917,West 240th Street
0044918,Independence Avenue and West 238th Street
0044919,West 239th Street and Independence Avenue
0044920,West 240th Street and Independence Avenue
0044921,West 238th Street and Blackstone Avenue
0044922,West 239th Street and Blackstone Avenue
0044923,Blackstone Avenue
0044924,West 246th Street
0044925,Hadley Avenue
0044927,West 246th Street at Independence Avenue and Ploughmans Bush
0044928,Independence Avenue and Dodgewood Road
0044929,West 246th Street and Blackstone Place
0044930,Blackstone Place
0044932,West 247th Street and Hadley Avenue
0044936,West 247th Street and Independence Avenue
0044937,Independence Avenue and Alderbrook Road
0044938,Spaulding Lane and Independence Avenue
0044940,West 247th Street and Alderbrook Road
0044946,Wavehill Driveway and Sycamore Avenue
0044954,Sycamore Avenue at West 249th Street and Independence Avenue
0044955,West 250th Street and Independence Avenue
0044962,Sycamore Avenue and Private Driveway
0044963,Sycamore Avenue and West 252nd Street
0044965,Sycamore Avenue and Private Driveway
0044966,West 252nd Street and Independence Avenue
0044968,West 254th Street and Railroad Terrace
0044969,Railroad Terrace and West 255th Street
0044970,West 254th Street and Palisade Avenue
0044971,West 255th Street and Palisade Avenue
0044972,Palisade Avenue and Ladd Road
0044973,West 254th Street at Sycamore Avenue and Unnamed Street
0044974,Ladd Road
0044976,Irwin Avenue at West 231st Street and Riverdale Avenue
0044977,West 231st Street and Tibbett Avenue
0044978,West 232nd Street and Riverdale Avenue
0044980,West 231st Street and Corlear Avenue
0044981,Irwin Avenue and West 232nd Street
0044982,West 232nd Street and Tibbett Avenue
0044983,Irwin Avenue and West 234th Street
0044984,West 232nd Street at Johnson Avenue and Cambridge Avenue
0044985,West 235th Street and Johnson Avenue
0044987,Cambridge Avenue and Oxford Avenue
0047280,Union Avenue and East 163rd Street
0047281,Prospect Avenue and East 161st Street
0047282,Westchester Avenue and East 161st Street
0047283,Prospect Avenue and East 162nd Street
0047284,Prospect Avenue and East 163rd Street
0047285,Westchester Avenue and Hewitt Place
0047286,Tinton Avenue and East 163rd Street
0047287,Tinton Avenue and East 165th Street
0047288,Union Avenue and East 165th Street
0047289,Prospect Avenue and East 164th Street
0047290,Prospect Avenue and East 165th Street
0047300,Bruckner Boulevard and Timpson Place
0047301,Southern Boulevard and Leggett Avenue
0047302,Leggett Avenue and Fox Street
0047312,Garrison Avenue and Leggett Avenue
0047314,Beck Street and East 156th Street
0047315,East 156th Street and Fox Street
0047316,Southern Boulevard and East 156th Street
0047318,Longwood Avenue and Fox Street
0047319,Southern Boulevard and Longwood Avenue
0047320,Longwood Avenue and Dawson Street
0047321,Rev James Polite Avenue and Dawson Street
0047322,Longwood Avenue and Kelly Street
0047323,Longwood Avenue and Beck Street
0047324,Rogers Place and Dawson Street
0047325,Intervale Avenue and Kelly Street
0047326,"Rev James Polite Avenue at Westchester Avenue, East 163rd Street and East 162nd Street"
0047327,Rev James Polite Avenue and East 163rd Street
0047328,Rogers Place and East 163rd Street
0047329,Westchester Avenue and Rogers Place
0047330,Intervale Avenue and Dawson Street
0047331,Intervale Avenue and East 163rd Street
0047332,Westchester Avenue and Intervale Avenue
0047333,Rev James Polite Avenue and East 164th Street
0047334,Rev James Polite Avenue and East 165th Street
0047335,East 165th Street
0047336,Hall Place at Rogers Place and East 165th Street
0047337,Rogers Place and East 165th Street
0047339,Intervale Avenue and East 165th Street
0047342,Barry Street and Oak Pt Avenue
0047345,Leggett Avenue and Dupont Street
0047346,Dupont Street and Oak Pt Avenue
0047347,Truxton Street at Leggett Avenue and Randall Avenue
0047348,Truxton Street and Oak Pt Avenue
0047350,Garrison Avenue and Grinnell Place
0047354,Barry Street and Leggett Avenue
0047355,Garrison Avenue and East 156th Street
0047357,Barry Street and Grinnell Place
0047358,Worthen Street and Garrison Avenue
0047359,East 156th Street and Barry Street
0047360,Worthen Street and Barry Street
0047361,Truxton Street and Grinnell Place
0047365,Longwood Avenue and Bruckner Boulevard
0047367,Bruckner Boulevard and Lafayette Avenue
0047370,Garrison Avenue and Longwood Avenue
0047372,Burnett Place and Garrison Avenue
0047373,Longwood Avenue and Barry Street
0047374,Burnett Place and Barry Street
0047375,Garrison Avenue and Lafayette Avenue
0047376,Beck Street and Intervale Avenue
0047377,Fox Street and Intervale Avenue
0047378,Southern Boulevard and Intervale Avenue
0047379,Tiffany Street and Fox Street
0047380,Southern Boulevard and Tiffany Street
0047381,Simpson Street at Fox Street and Barretto Street
0047384,Southern Boulevard and Barretto Street
0047387,East 163rd Street and Kelly Street
0047388,Tiffany Street and Beck Street
0047389,Tiffany Street and East 163rd Street
0047390,East 163rd Street and Fox Street
0047391,Fire Access Lane and Simpson Street
0047392,Simpson Street and East 163rd Street
0047393,Westchester Avenue and Kelly Street
0047394,Kelly Street and East 165th Street
0047395,Westchester Avenue and Tiffany Street
0047396,Tiffany Street and East 165th Street
0047397,Westchester Avenue and Fox Street
0047398,Fox Street and East 165th Street
0047399,Simpson Street and Fire Access Lane
0047400,Westchester Avenue and East 165th Street
0047401,Westchester Avenue and Simpson Street
0047405,Viele Avenue and Tiffany Street
0047407,Tiffany Street and East Bay Avenue
0047408,Randall Avenue and Craven Street
0047409,Craven Street and Oak Pt Avenue
0047410,Worthen Street and Randall Avenue
0047411,Worthen Street and Oak Pt Avenue
0047412,Randall Avenue and Tiffany Street
0047413,Tiffany Street and Oak Pt Avenue
0047414,Casanova Street and Oak Pt Avenue
0047415,Truxton Street and East 156th Street
0047416,Truxton Street and Worthen Street
0047417,Spofford Avenue and Longwood Avenue
0047418,Worthen Street and East 156th Street
0047419,Longwood Avenue and Truxton Street
0047420,Tiffany Street and Spofford Avenue
0047421,Tiffany Street and Burnett Place
0047422,Tiffany Street and Longwood Avenue
0047423,Spofford Avenue and Casanova Street
0047424,Randall Avenue and Casanova Street
0047425,Spofford Avenue and Barretto Street
0047426,Tiffany Street and Lafayette Avenue
0047427,Tiffany Street and Garrison Avenue
0047428,Tiffany Street and Barry Street
0047429,Lafayette Avenue and Barry Street
0044988,West 235th Street and Oxford Avenue
0044990,West 235th Street and Cambridge Avenue
0044991,Greystone Avenue and Riverdale Avenue
0044992,West 235th Street and Riverdale Avenue
0044993,West 236th Street and Netherland Avenue
0044994,West 236th Street and Johnson Avenue
0044995,Johnson Avenue and Oxford Avenue
0044996,Johnson Avenue at West 238th Street and Henry Hudson Parkway East
0044997,West 236th Street and Oxford Avenue
0044999,Oxford Avenue and Tulfan Terrace
0045000,West 236th Street and Cambridge Avenue
0045001,Tulfan Terrace
0045002,Riverdale Avenue and West 238th Street
0045003,West 238th Street and Riverdale Avenue
0045004,Riverdale Avenue and West 236th Street
0045005,Riverdale Avenue and Fieldston Road
0045006,West 236th Street and Riverdale Avenue
0045010,West 239th Street and Henry Hudson Parkway West
0045012,Henry Hudson Parkway Nb En West 236th Street and Henry Hudson Parkway East
0045013,Henry Hudson Parkway East and Johnson Avenue
0045015,Henry Hudson Parkway West and West 239th Street
0045017,Henry Hudson Parkway West
0045020,West 239th Street and Henry Hudson Parkway East
0045021,Riverdale Avenue and West 239th Street
0045022,West 239th Street at Riverdale Avenue and Henry Hudson Parkway East
0045023,Manhattan College Parkway and Henry Hudson Parkway East
0045027,West 246th Street and Arlington Avenue
0045028,Arlington Avenue and Dodgewood Road
0045029,West 246th Street and Henry Hudson Parkway West
0045032,West 246th Street and Henry Hudson Parkway East
0045033,Manhattan College Parkway and Henry Hudson Parkway East
0045034,West 246th Street at Delafield Avenue and Grosvenor Avenue
0045035,West 247th Street and Arlington Avenue
0045036,West 249th Street and Arlington Avenue
0045037,West 247th Street and Henry Hudson Parkway West
0045038,Delafield Avenue and Iselin Avenue
0045040,West 250th Street
0045043,Arlington Avenue
0045044,Arlington Avenue
0045045,West 249th Street and Henry Hudson Parkway West
0045047,West 252nd Street and Netherland Avenue
0045048,Henry Hudson Parkway East and West 250th Street
0045049,West 252nd Street and Henry Hudson Parkway West
0045051,West 250th Street and Delafield Avenue
0045053,West 252nd Street and Henry Hudson Parkway East
0045056,West 252nd Street and Arlington Avenue
0045057,West 254th Street and Netherland Avenue
0045058,"West 254th Street at Unnamed Street, Independence Avenue and Hudson River Road"
0045060,Hudson River Road
0045061,West 256th Street and Independence Avenue
0045065,West 254th Street and Arlington Avenue
0045066,Arlington Avenue and West 255th Street
0045067,West 256th Street and Arlington Avenue
0045068,Sigma Place
0045069,Arlington Avenue and West 259th Street
0045078,Sigma Place and Palisade Avenue
0045079,Independence Avenue and Sigma Place
0045080,Independence Avenue and Arlington Avenue
0047180,Locust Avenue and East 139th Street
0047181,East 138th Street
0047182,Locust Avenue and East 140th Street
0047186,Walnut Avenue and East 141st Street
0047187,Walnut Avenue
0047188,East 141st Street and Locust Avenue
0047189,Timpson Place and East 144th Street
0047191,East 144th Street and Austin Place
0047194,Tinton Avenue and East 147th Street
0047196,Southern Boulevard and East 147th Street
0047197,Timpson Place and East 145th Street
0047198,Southern Boulevard at East 147th Street and Union Avenue
0047199,Timpson Place and East 147th Street
0047200,Austin Place and East 147th Street
0047201,Timpson Place and East 149th Street
0047202,Wales Avenue and East 150th Street
0047203,Tinton Avenue and East 149th Street
0047204,Tinton Avenue and East 150th Street
0047205,Union Avenue and East 149th Street
0047206,Union Avenue and East 150th Street
0047207,Southern Boulevard and Prospect Avenue
0047208,Prospect Avenue and East 149th Street
0047209,Union Avenue and East 151st Street
0047210,Southern Boulevard and East 149th Street
0047211,Prospect Avenue at East 150th Street and Fox Street
0047212,Prospect Avenue at East 151st Street and Beck Street
0047213,Wales Avenue and East 151st Street
0047214,East 152nd Street and Wales Avenue
0047215,Tinton Avenue and East 151st Street
0047216,Tinton Avenue and East 152nd Street
0047217,Union Avenue and East 152nd Street
0047218,Union Avenue and East 155th Street
0047219,Prospect Avenue at East 152nd Street and Kelly Street
0047221,Westchester Avenue and Forest Avenue
0047222,East 158th Street and Jackson Avenue
0047223,Forest Avenue and East 156th Street
0047224,Forest Avenue and East 158th Street
0047227,Tinton Avenue at Westchester Avenue and East 156th Street
0047228,Tinton Avenue and East 158th Street
0047229,Union Avenue and East 156th Street
0047230,Union Avenue and Westchester Avenue
0047231,Union Avenue and East 158th Street
0047232,Trinity Avenue and East 160th Street
0047233,Trinity Avenue and East 161st Street
0047234,Jackson Avenue and East 160th Street
0047235,East 161st Street and Jackson Avenue
0047236,Forest Avenue and East 160th Street
0047237,East 161st Street and Forest Avenue
0047238,Tinton Avenue and East 160th Street
0047239,Tinton Avenue and East 161st Street
0047240,East 163rd Street and Cauldwell Avenue
0047241,Cauldwell Avenue and East 164th Street
0047242,Trinity Avenue and East 163rd Street
0047243,Trinity Avenue and East 165th Street
0047252,East 149th Street
0047257,Austin Place and East 149th Street
0047258,Austin Place and East 149th Street
0047259,Bruckner Boulevard and Austin Place
0047260,Avenue St John and Fox Street
0047261,Southern Boulevard and Avenue St John
0047262,Timpson Place and Avenue St John
0047263,Prospect Avenue at East 155th Street and Dawson Street
0047264,Avenue St John and Kelly Street
0047265,Beck Street and Avenue St John
0047267,Leggett Avenue and Kelly Street
0047268,East 156th Street at Dawson Street and Leggett Avenue
0047269,Beck Street and Leggett Avenue
0047270,East 156th Street and Kelly Street
0047271,Prospect Avenue and East 156th Street
0047272,Prospect Avenue and Macy Place
0047273,"Westchester Avenue at Prospect Avenue, Longwood Avenue and East 160th Street"
0047274,Hewitt Place and East 156th Street
0047275,Hewitt Place and Macy Place
0047276,Hewitt Place and Longwood Avenue
0047277,Hewitt Place and East 161st Street
0047278,Union Avenue and East 160th Street
0047279,Union Avenue and East 161st Street
0047430,Lafayette Avenue and Barretto Street
0047432,Manida Street and Lafayette Avenue
0047437,Garrison Avenue and Barretto Street
0047438,Garrison Avenue and Manida Street
0047441,Hunts Pt Avenue and Garrison Avenue
0047442,Seneca Avenue and Hunts Pt Avenue
0047443,Southern Boulevard at Hunts Pt Avenue and East 163rd Street
0047446,Hunts Pt Avenue and Bruckner Boulevard
0047448,Bruckner Boulevard at East 163rd Street and Hoe Avenue
0047451,Faile Street and Bruckner Boulevard
0047452,Garrison Avenue and Irvine Street
0047453,Southern Boulevard and Aldus Street
0047454,Westchester Avenue and Southern Boulevard
0047455,West Farms Road at Westchester Avenue and East 165th Street
0047456,Hoe Avenue and Aldus Street
0047457,Hoe Avenue and East 165th Street
0047458,East 165th Street and Faile Street
0047459,Aldus Street and Faile Street
0047462,Ryawa Avenue and Barretto Street
0047463,Ryawa Avenue and Manida Street
0047464,Casanova Street and East Bay Avenue
0047465,Viele Avenue and Casanova Street
0047466,Barretto Street and East Bay Avenue
0047467,Viele Avenue and Barretto Street
0047468,Manida Street and East Bay Avenue
0047469,Viele Avenue and Manida Street
0047470,Coster Street and East Bay Avenue
0047471,Viele Avenue and Coster Street
0047472,Oak Pt Avenue and Barretto Street
0047473,Manida Street and Oak Pt Avenue
0047474,Coster Street and Oak Pt Avenue
0047475,Oak Pt Avenue and Faile Street
0047476,Randall Avenue and Barretto Street
0047477,Spofford Avenue and Manida Street
0047478,Randall Avenue and Manida Street
